n.uri,m.contractpartyid,r.haseffectivedate,r.hasexpirationdate,r.hasposition,r.hastitle,o.uri
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000192,400000000192,"""2010-01-08T00:00:00""","""2016-12-22T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1188
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000190,400000000190,"""2008-07-03T00:00:00""","""2010-11-17T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3281
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000190,400000000190,"""2009-10-16T00:00:00""","""2013-12-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1186
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000200,400000000200,"""2009-11-03T00:00:00""","""2016-04-13T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3291
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000200,400000000200,"""2010-08-05T00:00:00""","""2016-04-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1196
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000188,400000000188,"""2008-04-08T00:00:00""","""2008-04-08T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3279
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000188,400000000188,"""2009-09-28T00:00:00""","""2009-09-28T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1184
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000189,400000000189,"""2008-04-28T00:00:00""","""2008-04-28T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3280
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000189,400000000189,"""2009-10-01T00:00:00""","""2009-10-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1185
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000186,400000000186,"""2008-02-01T00:00:00""","""2015-02-08T00:00:00""",Officer,CONTROLLER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3277
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000186,400000000186,"""2009-04-23T00:00:00""","""2010-07-28T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1182
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000187,400000000187,"""2008-02-28T00:00:00""","""2008-02-28T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3278
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000187,400000000187,"""2009-08-31T00:00:00""","""2009-08-31T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1183
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000427,400000000427,"""2011-03-07T00:00:00""","""2012-12-15T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1423
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000427,400000000427,"""2004-02-29T00:00:00""","""2004-02-29T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1197
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000428,400000000428,"""2011-04-01T00:00:00""","""2011-06-07T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1424
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000428,400000000428,"""2004-03-04T00:00:00""","""2004-03-04T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1198
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000210,400000000210,"""2010-09-23T00:00:00""","""2016-11-28T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3301
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000210,400000000210,"""2011-03-01T00:00:00""","""2011-10-31T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1206
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000211,400000000211,"""2010-11-16T00:00:00""","""2010-11-17T00:00:00""",Officer,CHIEF OPERATING OFC,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3302
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000211,400000000211,"""2011-03-03T00:00:00""","""2011-03-03T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1207
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000209,400000000209,"""2010-06-30T00:00:00""","""2010-07-01T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3300
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000209,400000000209,"""2011-02-25T00:00:00""","""2011-02-25T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1205
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000434,400000000434,"""2012-02-27T00:00:00""","""2013-10-01T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1430
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000434,400000000434,"""2004-08-05T00:00:00""","""2005-03-04T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1204
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000435,400000000435,"""2012-03-21T00:00:00""","""2016-03-29T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1431
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000435,400000000435,"""2004-08-12T00:00:00""","""2008-08-29T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1205
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000432,400000000432,"""2011-12-13T00:00:00""","""2011-12-13T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1428
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000432,400000000432,"""2004-05-05T00:00:00""","""2008-02-16T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1202
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000433,400000000433,"""2011-12-27T00:00:00""","""2014-05-16T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1429
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000433,400000000433,"""2004-05-12T00:00:00""","""2008-12-31T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1203
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000436,400000000436,"""2012-03-28T00:00:00""","""2016-03-16T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1432
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000436,400000000436,"""2004-09-20T00:00:00""","""2004-11-19T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1206
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000437,400000000437,"""2012-03-28T00:00:00""","""2014-05-15T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1433
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000437,400000000437,"""2004-09-28T00:00:00""","""2005-10-03T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1207
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000430,400000000430,"""2011-10-01T00:00:00""","""2016-12-13T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1426
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000430,400000000430,"""2004-04-01T00:00:00""","""2004-04-01T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1200
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000431,400000000431,"""2011-10-05T00:00:00""","""2011-10-05T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1427
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000431,400000000431,"""2004-04-09T00:00:00""","""2005-04-08T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1201
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000429,400000000429,"""2011-05-25T00:00:00""","""2011-05-25T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1425
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000429,400000000429,"""2004-03-29T00:00:00""","""2007-05-10T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1199
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000203,400000000203,"""2010-01-01T00:00:00""","""2015-12-04T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3294
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000203,400000000203,"""2010-10-19T00:00:00""","""2010-12-19T00:00:00""",Officer,INTERIM CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1199
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000204,400000000204,"""2010-01-08T00:00:00""","""2010-01-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3295
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000204,400000000204,"""2010-10-27T00:00:00""","""2016-06-03T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1200
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000201,400000000201,"""2009-11-16T00:00:00""","""2009-11-16T00:00:00""",Officer,AUDITOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3292
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000201,400000000201,"""2010-10-12T00:00:00""","""2013-05-14T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1197
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000202,400000000202,"""2009-12-14T00:00:00""","""2013-05-04T00:00:00""",Officer,CHIEF CREDIT OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3293
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000202,400000000202,"""2010-10-12T00:00:00""","""2010-10-12T00:00:00""",Officer,FORMER CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1198
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000207,400000000207,"""2010-04-20T00:00:00""","""2010-04-20T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3298
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000207,400000000207,"""2011-01-31T00:00:00""","""2013-03-15T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1203
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000208,400000000208,"""2010-05-25T00:00:00""","""2010-05-25T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3299
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000208,400000000208,"""2011-02-02T00:00:00""","""2015-02-22T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1204
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000205,400000000205,"""2010-02-02T00:00:00""","""2013-04-15T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3296
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000205,400000000205,"""2010-11-05T00:00:00""","""2015-09-17T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1201
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000206,400000000206,"""2010-03-25T00:00:00""","""2011-03-31T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3297
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000206,400000000206,"""2011-01-12T00:00:00""","""2011-01-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1202
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000214,400000000214,"""2011-04-28T00:00:00""","""2014-12-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3305
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000214,400000000214,"""2011-08-01T00:00:00""","""2011-08-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1210
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000215,400000000215,"""2011-05-02T00:00:00""","""2011-05-02T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3306
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000215,400000000215,"""2011-09-23T00:00:00""","""2011-09-23T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1211
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000212,400000000212,"""2011-01-10T00:00:00""","""2014-09-17T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3303
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000212,400000000212,"""2011-04-08T00:00:00""","""2011-06-30T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1208
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000213,400000000213,"""2011-02-24T00:00:00""","""2015-06-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3304
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000213,400000000213,"""2011-06-15T00:00:00""","""2017-01-03T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1209
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000218,400000000218,"""2011-07-20T00:00:00""","""2012-03-07T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3309
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000218,400000000218,"""2012-01-12T00:00:00""","""2015-11-19T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1214
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000219,400000000219,"""2011-11-11T00:00:00""","""2017-01-03T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3310
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000219,400000000219,"""2012-02-20T00:00:00""","""2017-01-03T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1215
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000216,400000000216,"""2011-06-03T00:00:00""","""2016-12-16T00:00:00""",Officer,CHIEF LEGAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3307
